path	source	bytes	lines	words	est_tokens_chars_div_4	sha256
transcripts/claude-main-session-81c06368-approx-595k-tokens.jsonl	/Users/jaredboynton/.claude/projects/-Users-jaredboynton--agents/81c06368-6b6e-49fe-a8d1-1772bfd4eb97.jsonl	2379590	1066	117423	594898	22894a749f51b3461c310f3b988d247f8da0affc7086ea4fa84a5d7645b6cf20
